Market,Suscriber,Format,oct,nov,dec
FT MYERS-NAPLES,WXKB-FM,Pop Contemporary Hit Radio,2.8,2.4,2.4
FT MYERS-NAPLES,WFFY-FM,Rhythmic Contemporary Hit Radio,1.8,1.2,2.1
FT MYERS-NAPLES,WRXK-FM,Active Rock,2.3,2.0,2.1
FT MYERS-NAPLES,WAFZ-FM,Mexican Regional,2.1,2.3,2.0
FT MYERS-NAPLES,WOLZ-FM,80's Hits,1.9,1.3,1.9
FT MYERS-NAPLES,WZJZ-FM,Spanish Adult Hits,2.1,2.0,1.9
FT MYERS-NAPLES,WWCN-FM,Spanish Tropical,1.3,1.5,1.5
FT MYERS-NAPLES,WHEL-FM,Pop Contemporary Hit Radio,1.2,1.2,1.3
FT MYERS-NAPLES,WINK-FM HD2,Spanish Variety,0.8,1.0,1.0
FT MYERS-NAPLES,WSGL-FM,Hot Adult Contemporary,1.4,1.3,0.9
FT MYERS-NAPLES,WBCN-AM,All Sports,0.8,0.7,0.8
FT MYERS-NAPLES,WGUF-FM,News Talk Information,0.6,0.7,0.7
FT MYERS-NAPLES,WFSX-FM HD2,All Sports,0.1,0.3,0.6
FT MYERS-NAPLES,WOLZ-FM HD2,Contemporary Christian,0.4,0.5,0.5
FT MYERS-NAPLES,WGCU-FM HD2,Classical,*,*,0.1
FT MYERS-NAPLES,WHEL-F2,All Sports,0.2,*,*
FT PIERCE STUART-VERO BEACH,WMBX-FM,Urban Adult Contemporary,6.3,4.7,6.7
FT PIERCE STUART-VERO BEACH,WQCS-FM,News Talk Information,3.8,4.2,5.8
FT PIERCE STUART-VERO BEACH,WOSN-FM,Adult Contemporary,3.9,2.8,4.7
FT PIERCE STUART-VERO BEACH,WQOL-FM,Classic Hits,1.6,4.5,4.7
FT PIERCE STUART-VERO BEACH,WRMF-FM,Adult Contemporary,4.5,3.7,4.6
FT PIERCE STUART-VERO BEACH,WAVW-FM,Country,2.9,3.7,4.0
FT PIERCE STUART-VERO BEACH,WPHR-FM,New Country,2.3,1.3,2.0
FT PIERCE STUART-VERO BEACH,WHLG-FM,Contemporary Christian,1.4,*,1.8
FT PIERCE STUART-VERO BEACH,WIRK-FM,Country,3.8,3.8,1.8
FT PIERCE STUART-VERO BEACH,WJKD-FM,Adult Hits,2.9,1.2,1.6
FT PIERCE STUART-VERO BEACH,WEAT-FM,Classic Hits,2.2,1.2,1.5
FT PIERCE STUART-VERO BEACH,WGYL-FM,Hot Adult Contemporary,2.7,1.8,1.5
FT PIERCE STUART-VERO BEACH,WSCF-FM,Contemporary Christian,2.3,2.5,0.9
FT PIERCE STUART-VERO BEACH,WTTB-AM,News Talk Information,0.4,1.0,0.7
FT PIERCE STUART-VERO BEACH,WCZR-FM,Talk/Personality,0.2,1.0,0.4
FT PIERCE STUART-VERO BEACH,WZTA-AM,News Talk Information,0.5,0.7,0.4
FT PIERCE STUART-VERO BEACH,WQCS-FM HD2,Classical,*,*,0.2
FT. SMITH AR,KMAG-FM,Country,8.9,8.6,7.7
FT. SMITH AR,KISR-FM,Pop Contemporary Hit Radio,6.6,6.3,6.5
FT. SMITH AR,KKBD-FM,Classic Rock,4.6,5.9,5.7
FT. SMITH AR,KZBB-FM,Hot Adult Contemporary,2.3,3.0,3.1
FT. SMITH AR,KEZA-FM,Adult Contemporary,3.9,3.3,2.7
FT. SMITH AR,KISR-FM HD4,Classic Country,1.9,1.9,1.5
FT. SMITH AR,KWHN-AM,News Talk Information,1.9,1.5,1.5
FT. SMITH AR,KISR-FM HD3,Classic Rock,1.2,1.5,1.1
FT. SMITH AR,KREU-FM,Mexican Regional,0.8,0.7,1.1
FT. SMITH AR,KFSA-AM,New Country,0.8,0.4,0.8
FT. SMITH AR,KUAF-FM,News Talk Information,1.2,1.1,0.8
FT. SMITH AR,KISR-FM HD2,Mainstream Rock,0.4,0.4,0.4
FT WALTON BEACH-DESTIN,WKSM-FM,Mainstream Rock,6.3,7.4,7.5
FT WALTON BEACH-DESTIN,WWAV-FM,Adult Hits,5.3,6.8,6.5
FT WALTON BEACH-DESTIN,WHWY-FM,Country,4.3,5.8,6.0
FT WALTON BEACH-DESTIN,WZNS-FM,Pop Contemporary Hit Radio,6.8,6.8,5.5
FT WALTON BEACH-DESTIN,WNCV-FM,Adult Contemporary,4.8,4.7,5.0
FT WALTON BEACH-DESTIN,WYZB-FM,Country,1.9,2.6,3.0
FT WALTON BEACH-DESTIN,WZLB-FM,Talk/Personality,2.4,3.2,2.0
FT WALTON BEACH-DESTIN,WFTW-AM,News Talk Information,2.4,2.1,1.5
FT WALTON BEACH-DESTIN,WECQ-FM,Active Rock,2.4,2.1,1.0
FT WAYNE,WOWO-AM,News Talk Information,5.1,6.1,9.5
FT WAYNE,WQHK-FM,Country,5.3,6.8,9.3
FT WAYNE,WLDE-FM,Classic Hits,7.1,5.9,7.0
FT WAYNE,WBYR-FM,Active Rock,6.5,7.2,6.5
FT WAYNE,WXKE-FM,Classic Rock,6.2,4.5,6.1
FT WAYNE,WBCL-FM,Contemporary Christian,8.7,4.7,5.4
FT WAYNE,WMEE-FM,Hot Adult Contemporary,4.9,6.8,5.2
FT WAYNE,WAJI-FM,Adult Contemporary,4.0,4.5,4.1
FT WAYNE,WBTU-FM,Country,3.6,3.8,4.1
FT WAYNE,WBOI-FM,News Talk Information,2.4,3.4,3.2
FT WAYNE,WJFX-FM,Pop Contemporary Hit Radio,3.1,3.2,3.2
FT WAYNE,WGBJ-FM,Alternative,0.9,1.4,2.0
FT WAYNE,WJFX-FM HD2,Rhythmic Contemporary Hit Radio,2.7,2.9,2.0
FT WAYNE,WWFW-FM,Adult Hits,1.8,2.7,1.8
FT WAYNE,WJFX-FM HD3,Urban Adult Contemporary,1.3,2.5,1.1
FT WAYNE,WKJG-AM,All Sports,0.7,0.9,0.9
FT WAYNE,WRNP-FM,Gospel,0.9,0.9,0.9
FT WAYNE,WOWO-AM Stream,News Talk Information,*,*,0.2
FT WAYNE,WFWI-FM,News Talk Information,1.6,2.3,*
FT WAYNE,WFWI-FM Stream,News Talk Information,*,*,*
GAINSVILLE-OCALA,WOGK-FM,Country,10.4,10.1,7.7
GAINSVILLE-OCALA,WKTK-FM,Adult Contemporary,6.2,7.0,5.3
GAINSVILLE-OCALA,WYND-FM,Classic Rock,6.0,4.4,5.0
GAINSVILLE-OCALA,WTMG-FM,Rhythmic Contemporary Hit Radio,3.5,2.4,4.7
GAINSVILLE-OCALA,WRUF-FM,Country,2.1,4.7,3.8
GAINSVILLE-OCALA,WUFT-FM,News Talk Information,4.1,3.9,3.7
GAINSVILLE-OCALA,WXUS-FM,Country,1.2,3.4,3.7
GAINSVILLE-OCALA,WSKY-FM,News Talk Information,5.7,3.9,2.8
GAINSVILLE-OCALA,WMFQ-FM,Pop Contemporary Hit Radio,1.6,2.0,2.0
GAINSVILLE-OCALA,WPOZ-FM,Christian Adult Contemporary,1.4,1.3,1.5
GAINSVILLE-OCALA,WPOZ-FM HD2,Rhythmic Contemporary Hit Radio,0.2,0.3,1.3
GAINSVILLE-OCALA,WDVH-AM,Urban Oldies,1.1,1.1,1.2
GAINSVILLE-OCALA,WXUS-FM HD2,Oldies,1.1,1.8,1.2
GAINSVILLE-OCALA,WYKS-FM,Pop Contemporary Hit Radio,3.2,2.0,1.2
GAINSVILLE-OCALA,WHHZ-FM,Alternative,1.2,1.5,1.0
GAINSVILLE-OCALA,WPLL-FM,Classic Country,1.4,1.5,0.7
GAINSVILLE-OCALA,WRUF-AM,All Sports,1.2,1.3,0.7
GAINSVILLE-OCALA,WUFT-FM HD2,Classical,0.5,0.7,0.7
GAINSVILLE-OCALA,WXJZ-FM,Classic Hits,0.7,1.1,0.5
GAINSVILLE-OCALA,WAJD-AM,Urban Oldies,1.8,0.3,0.3
GAINSVILLE-OCALA,WMFV-FM,News Talk Information,0.2,0.7,0.3
GAINSVILLE-OCALA,WRZN-AM,Religious,0.2,0.3,0.3
GAINSVILLE-OCALA,WWCQ-FM,Classic Rock,*,*,0.3
GAINSVILLE-OCALA,WXJZ-FM Stream,Classic Hits,*,*,0.3
GAINSVILLE-OCALA,WMFE-FM,News Talk Information,*,0.3,0.2
GAINSVILLE-OCALA,WUFT-FM HD3,Pop Contemporary Hit Radio,0.2,0.2,0.2
GAINSVILLE-OCALA,WHGV-FM,Rhythmic Contemporary Hit Radio,*,*,*
GAINSVILLE-OCALA,WOGK-FM HD2,Classic Country,0.2,*,*
GAINSVILLE-OCALA,WUFT-FM Stream,News Talk Information,*,*,*
GRAND FORKS ND,KJKJ-FM,Active Rock,9.6,9.9,12.3
GRAND FORKS ND,KQHT-FM,Classic Hits,11.0,11.3,12.3
GRAND FORKS ND,KNOX-AM,News Talk Information,9.6,9.9,11.0
GRAND FORKS ND,KYCK-FM,Country,5.5,7.0,9.6
GRAND FORKS ND,KKXL-FM,Pop Contemporary Hit Radio,5.5,7.0,8.2
GRAND FORKS ND,KSNR-FM,Country,5.5,5.6,5.5
GRAND FORKS ND,KGFK-AM,Classic Rock,1.4,1.4,2.7
GRAND FORKS ND,KKXL-AM,All Sports,1.4,1.4,2.7
GRAND FORKS ND,KROX-AM,Variety,2.7,1.4,2.7
GRAND FORKS ND,KZLT-FM,Adult Contemporary,6.8,5.6,2.7
GRAND FORKS ND,KZGF-FM,Pop Contemporary Hit Radio,2.7,2.8,1.4
GRAND FORKS ND,KSRQ-FM,Album Adult Alternative,1.4,1.4,*
GRAND FORKS ND,KUND-FM,Variety,1.4,1.4,*
GRAND ISLAND KEARNEY-HASTING,KRNY-FM,Country,7.8,8.5,8.8
GRAND ISLAND KEARNEY-HASTING,KSYZ-FM,Adult Hits,8.7,9.4,8.8
GRAND ISLAND KEARNEY-HASTING,KQKY-FM,Pop Contemporary Hit Radio,9.6,8.5,7.9
GRAND ISLAND KEARNEY-HASTING,KROR-FM,Classic Rock,6.1,6.8,7.0
GRAND ISLAND KEARNEY-HASTING,KKPR-FM,Classic Hits,6.1,5.1,6.1
GRAND ISLAND KEARNEY-HASTING,KLIQ-FM,Mexican Regional,2.6,2.6,3.5
GRAND ISLAND KEARNEY-HASTING,KGFW-AM,News Talk Information,2.6,3.4,2.6
GRAND ISLAND KEARNEY-HASTING,KHNE-FM,Classical,1.7,1.7,2.6
GRAND ISLAND KEARNEY-HASTING,KHAS-AM,Oldies,0.9,1.7,1.8
GRAND ISLAND KEARNEY-HASTING,KLNE-FM,Classical,*,*,0.9
GRAND ISLAND KEARNEY-HASTING,KXPN-AM,All Sports,0.9,0.9,0.9
GRAND RAPIDS,WCSG-FM,Contemporary Christian,5.9,6.2,7.1
GRAND RAPIDS,WBCT-FM,Country,8.3,8.2,6.3
GRAND RAPIDS,WSNX-FM,Pop Contemporary Hit Radio,5.6,6.0,6.1
GRAND RAPIDS,WSRW-FM,Adult Contemporary,2.8,3.3,6.1
GRAND RAPIDS,WGRD-FM,Active Rock,5.6,6.9,5.9
GRAND RAPIDS,WOOD-AM,News Talk Information,5.1,5.2,4.8
GRAND RAPIDS,WUOM-FM,News Talk Information,2.9,3.6,4.3
GRAND RAPIDS,WLAV-FM,Classic Rock,4.2,4.6,4.0
GRAND RAPIDS,WLHT-FM,Hot Adult Contemporary,3.1,3.8,3.5
GRAND RAPIDS,WNWZ-AM,Urban Contemporary,2.0,3.2,3.4
GRAND RAPIDS,WBFX-FM,Classic Hits,2.9,3.0,3.1
GRAND RAPIDS,WFGR-FM,Classic Hits,2.9,3.0,2.7
GRAND RAPIDS,WJQK-FM,Contemporary Christian,3.1,2.7,2.6
GRAND RAPIDS,WKLQ-FM,Album Adult Alternative,4.2,2.5,2.3
GRAND RAPIDS,WTRV-FM,Soft Adult Contemporary,2.0,1.4,2.1
GRAND RAPIDS,WHTS-FM,Pop Contemporary Hit Radio,2.2,1.9,1.8
GRAND RAPIDS,WTNR-FM,Country,1.4,1.7,1.6
GRAND RAPIDS,WGVU-FM,News Talk Information,1.4,1.4,1.1
GRAND RAPIDS,WMAX-FM,All Sports,1.2,1.3,1.1
GRAND RAPIDS,WJRW-AM,All Sports,0.2,0.3,0.2
GRAND RAPIDS,WPNW-AM,Contemporary Christian,0.3,0.3,0.2
GRAND RAPIDS,WTKG-AM,News Talk Information,0.3,0.2,0.2
GREEN BAY,WNCY-FM,Country,12.7,11.6,11.8
GREEN BAY,WIXX-FM,Pop Contemporary Hit Radio,12.3,13.8,10.0
GREEN BAY,WOGB-FM,Classic Hits,8.9,7.6,9.0
GREEN BAY,WGEE-FM,Classic Country,3.8,4.5,6.8
GREEN BAY,WKSZ-FM,Pop Contemporary Hit Radio,4.7,3.6,6.3
GREEN BAY,WTAQ-AM,News Talk Information,5.9,4.9,5.9
GREEN BAY,WAPL-FM,Classic Rock,4.7,5.8,5.0
GREEN BAY,WZOR-FM,Active Rock,3.8,3.1,4.5
GREEN BAY,WQLH-FM,Hot Adult Contemporary,4.2,4.9,3.6
GREEN BAY,WDUZ-FM,All Sports,3.0,3.1,3.2
GREEN BAY,WKRU-FM,Classic Rock,3.0,3.1,2.7
GREEN BAY,WYDR-FM,Adult Hits,1.7,*,2.7
GREEN BAY,WPNE-FM,News Talk Information,1.3,1.3,2.3
GREEN BAY,WFZZ-FM+,Alternative,2.1,1.3,1.8
GREEN BAY,WDUZ-AM,All Sports,0.8,0.4,0.9
GREEN BAY,WHID-FM,Classical,3.0,1.3,0.9
GREEN BAY,WNFL-AM,All Sports,0.8,0.4,0.9
GREEN BAY,WHBY-AM,News Talk Information,0.8,0.4,0.5
GREEN BAY,WPCK-FM,Contemporary Christian,1.3,0.9,0.5
GREEN BAY,WEMI-FM,Contemporary Christian,0.4,0.4,*
GREEN BAY,WEMY-FM,Contemporary Christian,*,0.9,*
GREEN BAY,WSCO-AM,All Sports,*,*,*
GREENSBORO-WS-HIGHT POINT,WQMG-FM,Urban Adult Contemporary,13.6,12.9,12.6
GREENSBORO-WS-HIGHT POINT,WMAG-FM,Adult Contemporary,5.1,5.8,11.8
GREENSBORO-WS-HIGHT POINT,WSMW-FM,Adult Hits,8.0,8.6,9.2
GREENSBORO-WS-HIGHT POINT,WJMH-FM,Rhythmic Contemporary Hit Radio,8.5,8.2,8.4
GREENSBORO-WS-HIGHT POINT,WKRR-FM,Classic Rock,5.6,6.3,5.1
GREENSBORO-WS-HIGHT POINT,WKZL-FM,Pop Contemporary Hit Radio,5.3,5.4,5.1
GREENSBORO-WS-HIGHT POINT,WPAW-FM,Country,4.5,4.1,4.9
GREENSBORO-WS-HIGHT POINT,WPTI-FM,News Talk Information,4.5,4.1,3.1
GREENSBORO-WS-HIGHT POINT,WTQR-FM,Country,4.1,4.4,2.9
GREENSBORO-WS-HIGHT POINT,WFDD-FM,News Talk Information,4.8,4.8,2.6
GREENSBORO-WS-HIGHT POINT,WMKS-FM,Pop Contemporary Hit Radio,3.5,3.3,2.6
GREENSBORO-WS-HIGHT POINT,WUNC-FM,News Talk Information,2.7,3.1,2.4
GREENSBORO-WS-HIGHT POINT,WVBZ-FM,Classic Rock,2.8,2.6,2.0
GREENSBORO-WS-HIGHT POINT,WYMY-FM,Mexican Regional,2.5,2.3,1.7
GREENSBORO-WS-HIGHT POINT,WSMW-FM Stream,Adult Hits,0.2,*,0.3
GREENSBORO-WS-HIGHT POINT,WFDD-FM HD2,Classical,*,*,0.2
GREENSBORO-WS-HIGHT POINT,WFDD-FM HD3,News Talk Information,0.2,*,*
GREENVILLE-SPARTANBURG,WJMZ-FM,Urban Contemporary,8.3,8.0,7.4
GREENVILLE-SPARTANBURG,WSSL-FM,New Country,6.7,6.6,7.2
GREENVILLE-SPARTANBURG,WESC-FM,Classic Country,7.0,7.4,6.5
GREENVILLE-SPARTANBURG,WMYI-FM,Adult Hits,7.3,6.5,6.0
GREENVILLE-SPARTANBURG,WYRD-FM,News Talk Information,4.9,5.1,6.0
GREENVILLE-SPARTANBURG,WROQ-FM,Classic Rock,5.5,5.7,5.1
GREENVILLE-SPARTANBURG,WHZT-FM,Rhythmic Contemporary Hit Radio,3.8,4.3,4.6
GREENVILLE-SPARTANBURG,WTPT-FM,Active Rock,3.5,3.4,4.2
GREENVILLE-SPARTANBURG,WFBC-FM,Pop Contemporary Hit Radio,4.2,4.7,4.0
GREENVILLE-SPARTANBURG,WLFJ-FM,Contemporary Christian,4.9,4.3,3.9
GREENVILLE-SPARTANBURG,WEPR-FM,Classical,1.9,2.3,2.2
GREENVILLE-SPARTANBURG,WFBC-FM HD2,Urban Contemporary,1.3,1.0,1.2
GREENVILLE-SPARTANBURG,WBAV-FM,Urban Adult Contemporary,1.4,0.9,0.7
GREENVILLE-SPARTANBURG,WJMZ-FM HD2,Alternative,0.4,0.7,0.7
GREENVILLE-SPARTANBURG,WROO-FM,All Sports,0.3,0.5,0.7
GREENVILLE-SPARTANBURG,WNCW-FM,Album Adult Alternative,0.8,0.7,0.5
GREENVILLE-SPARTANBURG,WJMZ-FM HD3,Urban Contemporary,0.6,0.8,0.4
GREENVILLE-SPARTANBURG,WSPA-FM,Spanish Contemporary,0.2,0.2,0.4
GREENVILLE-SPARTANBURG,WFBC-FM HD4,Adult Contemporary,0.1,0.3,0.3
GREENVILLE-SPARTANBURG,WORD-AM,All Sports,0.3,0.4,0.3
GREENVILLE-SPARTANBURG,WSHP-FM,Religious,0.4,0.4,0.3
GREENVILLE-SPARTANBURG,WAHP-FM,Contemporary Christian,*,*,0.1
GREENVILLE-SPARTANBURG,WLFJ-FM HD2,Contemporary Christian,*,*,0.1
GREENVILLE-SPARTANBURG,WLFJ-FM Stream,Contemporary Christian,*,*,0.1
GREENVILLE-SPARTANBURG,WNCW-FM Stream,Album Adult Alternative,*,*,0.1
GREENVILLE-SPARTANBURG,WNSC-FM,News Talk Information,*,*,0.1
GREENVILLE-SPARTANBURG,WRAF-FM,Contemporary Christian,*,*,0.1
GREENVILLE-SPARTANBURG,WESC-AM,Country,0.2,*,*
GREENVILLE-SPARTANBURG,WHRT-FM,Contemporary Christian,0.2,0.1,*
HAGERSTN-CHAMBRSG,WAYZ-FM,Country,10.2,9.5,8.2
HAGERSTN-CHAMBRSG,WWEG-FM,Classic Hits,5.3,7.2,7.8
HAGERSTN-CHAMBRSG,WBHB-FM,Active Rock,3.5,4.5,7.1
HAGERSTN-CHAMBRSG,WIKZ-FM,Hot Adult Contemporary,6.0,5.7,7.1
HAGERSTN-CHAMBRSG,WQCM-FM,Classic Rock,3.2,3.4,3.5
HAGERSTN-CHAMBRSG,WDLD-FM,Rhythmic Contemporary Hit Radio,2.8,3.0,3.1
HAGERSTN-CHAMBRSG,WICL-FM,Classic Country,4.6,3.8,3.1
HAGERSTN-CHAMBRSG,WIKG-FM,Classic Hits,2.8,1.5,2.4
HAGERSTN-CHAMBRSG,WCHA-AM,Classic Hits,0.7,1.1,1.6
HAGERSTN-CHAMBRSG,WWEG-FM HD3,Country,0.7,0.8,1.6
HAGERSTN-CHAMBRSG,WARK-AM,News Talk Information,1.1,1.1,1.2
HAGERSTN-CHAMBRSG,WLTF-FM,Adult Contemporary,1.1,0.8,1.2
HAGERSTN-CHAMBRSG,WAFY-FM,Hot Adult Contemporary,0.4,0.4,0.8
HAGERSTN-CHAMBRSG,WITF-FM,News Talk Information,1.1,0.8,0.8
HAGERSTN-CHAMBRSG,WWEG-FM HD2,Contemporary Christian,1.4,0.8,0.8
HAGERSTN-CHAMBRSG,WLIN-AM,News Talk Information,*,0.4,*
HARRISONBURG VA,WQPO-FM,Pop Contemporary Hit Radio,10.1,10.9,10.3
HARRISONBURG VA,WSIG-FM,Classic Country,11.1,9.8,10.3
HARRISONBURG VA,WKCY-FM,Country,11.1,10.9,8.0
HARRISONBURG VA,WACL-FM,Classic Rock,7.1,5.4,6.9
HARRISONBURG VA,WMRA-FM,News Talk Information,6.1,7.6,6.9
HARRISONBURG VA,WWRE-FM,Classic Hits,4.0,4.3,4.6
HARRISONBURG VA,WAZR-FM,Pop Contemporary Hit Radio,5.1,4.3,3.4
HARRISONBURG VA,WSVA-AM,News Talk Information,4.0,3.3,3.4
HARRISONBURG VA,WEMC-FM,Classical,3.0,2.2,2.3
HARRISONBURG VA,WKCY-AM,News Talk Information,2.0,1.1,2.3
HARRISONBURG VA,WMQR-FM,Hot Adult Contemporary,2.0,1.1,2.3
HARRISONBURG VA,WHBG-AM,All Sports,1.0,1.1,1.1
HARRISONBURG VA,WQPO-FM HD2,Oldies,2.0,1.1,1.1
HARRISONBURG VA,WQPO-FM HD3,Easy Listening,1.0,1.1,1.1
HARRISONBURG VA,WSVO-FM,Adult Contemporary,3.0,2.2,1.1
HARRISONBURG VA,WNRN-FM,Album Adult Alternative,1.0,*,*
HARTFORD NEW BRITAIN MIDDLETOWN,WRCH-FM,Adult Hits,9.9,10.2,12.5
HARTFORD NEW BRITAIN MIDDLETOWN,WZMX-FM,Rhythmic Contemporary Hit Radio,9.5,10.0,9.0
HARTFORD NEW BRITAIN MIDDLETOWN,WTIC-FM,Hot Adult Contemporary,7.9,7.1,7.9
HARTFORD NEW BRITAIN MIDDLETOWN,WHCN-FM,Classic Hits,8.1,9.0,7.1
HARTFORD NEW BRITAIN MIDDLETOWN,WWYZ-FM,Country,6.2,6.5,7.1
HARTFORD NEW BRITAIN MIDDLETOWN,WDRC-FM,Classic Rock,6.9,5.8,5.4
HARTFORD NEW BRITAIN MIDDLETOWN,WNPR-FM,News Talk Information,4.6,5.4,5.2
HARTFORD NEW BRITAIN MIDDLETOWN,WKSS-FM,Pop Contemporary Hit Radio,4.6,4.2,4.4
HARTFORD NEW BRITAIN MIDDLETOWN,WTIC-AM,News Talk Information,4.2,4.0,4.4
HARTFORD NEW BRITAIN MIDDLETOWN,WPLR-FM,Album Oriented Rock,3.2,3.6,3.5
HARTFORD NEW BRITAIN MIDDLETOWN,WMRQ-FM,Alternative,3.0,2.9,2.9
HARTFORD NEW BRITAIN MIDDLETOWN,WBOM-AM,Urban Adult Contemporary,2.6,2.9,2.7
HARTFORD NEW BRITAIN MIDDLETOWN,WMRQ-FM HD2,Spanish Tropical,2.8,3.5,2.7
HARTFORD NEW BRITAIN MIDDLETOWN,WKCI-FM,Hot Adult Contemporary,2.0,1.7,2.3
HARTFORD NEW BRITAIN MIDDLETOWN,WUCS-FM,All Sports,1.6,1.5,1.5
HARTFORD NEW BRITAIN MIDDLETOWN,WFCR-FM,News Talk Information,1.2,1.0,1.3
HARTFORD NEW BRITAIN MIDDLETOWN,WDRC-AM,News Talk Information,0.8,1.0,0.8
HARTFORD NEW BRITAIN MIDDLETOWN,WTIC-FM Stream,Hot Adult Contemporary,0.8,0.8,0.6
HARTFORD NEW BRITAIN MIDDLETOWN,WNTY-AM,Oldies,0.2,0.2,0.2
HARTFORD NEW BRITAIN MIDDLETOWN,WPOP-AM,News Talk Information,0.2,0.4,0.2
HARTFORD NEW BRITAIN MIDDLETOWN,WTIC-AM Stream,News Talk Information,1.2,0.6,0.2
HONOLULU,KSSK-FM,Adult Contemporary,13.3,13.0,15.0
HONOLULU,KINE-FM,Adult Contemporary,6.2,7.3,6.9
HONOLULU,KDNN-FM,Pop Contemporary Hit Radio,7.5,7.7,6.4
HONOLULU,KDDB-FM,Pop Contemporary Hit Radio,7.4,6.4,5.7
HONOLULU,KHPR-FM,News Talk Information,5.4,4.7,5.4
HONOLULU,KPOI-FM,Soft Adult Contemporary,4.9,4.2,4.6
HONOLULU,KCCN-FM,Pop Contemporary Hit Radio,3.5,4.6,3.7
HONOLULU,KUMU-FM,Rhythmic AC,4.6,4.0,3.7
HONOLULU,KRTR-FM,Hot Adult Contemporary,3.9,3.7,3.5
HONOLULU,KUBT-FM,Rhythmic Contemporary Hit Radio,1.9,2.6,3.1
HONOLULU,KPHW-FM,Rhythmic Contemporary Hit Radio,2.2,2.4,2.8
HONOLULU,KQMQ-FM,Pop Contemporary Hit Radio,3.9,3.6,2.8
HONOLULU,KUCD-FM,Pop Contemporary Hit Radio,3.3,3.6,2.8
HONOLULU,KHVH-AM,News Talk Information,2.3,2.7,2.0
HONOLULU,KIPO-FM,Classical,2.0,1.7,1.2
HONOLULU,KUCD-F2+,Alternative,1.0,1.0,1.2
HONOLULU,KIKI-AM,All Sports,0.1,0.1,0.3
HOT SPRINGS AR,KQUS-FM,Country,9.9,12.2,9.8
HOT SPRINGS AR,KLAZ-FM,Hot Adult Contemporary,8.6,8.5,8.5
HOT SPRINGS AR,KLBL-FM,Classic Hits,3.7,4.9,4.9
HOT SPRINGS AR,KLXQ-FM,Classic Rock,6.2,4.9,4.9
HOT SPRINGS AR,KVRE-FM,Adult Standards/MOR,6.2,4.9,3.7
HOT SPRINGS AR,KZNG-AM,Oldies,2.5,1.2,2.4
HOUSTON-GALVESTON,KODA-FM,Adult Contemporary,7.4,7.7,11.1
HOUSTON-GALVESTON,KGLK-FM,Classic Rock,4.2,5.5,5.9
HOUSTON-GALVESTON,KSBJ-FM,Contemporary Christian,6.0,6.1,5.9
HOUSTON-GALVESTON,KMJQ-FM,Urban Adult Contemporary,4.9,6.0,5.8
HOUSTON-GALVESTON,KTBZ-FM,Alternative,5.7,5.0,5.3
HOUSTON-GALVESTON,KKBQ-FM,Country,5.3,5.6,5.0
HOUSTON-GALVESTON,KBXX-FM,Rhythmic Contemporary Hit Radio,3.2,3.3,4.0
HOUSTON-GALVESTON,KLOL-FM,Spanish Contemporary,4.0,3.7,3.9
HOUSTON-GALVESTON,KLTN-FM,Mexican Regional,3.2,3.6,3.8
HOUSTON-GALVESTON,KKHH-FM,Adult Hits,4.2,3.3,3.7
HOUSTON-GALVESTON,KTRH-AM,News Talk Information,4.0,3.8,3.7
HOUSTON-GALVESTON,KQBT-FM,Urban Contemporary,3.1,3.3,3.4
HOUSTON-GALVESTON,KUHF-FM,News Talk Information,3.2,3.5,3.4
HOUSTON-GALVESTON,KILT-FM,Country,3.2,3.0,3.0
HOUSTON-GALVESTON,KRBE-FM,Pop Contemporary Hit Radio,3.8,3.3,3.0
HOUSTON-GALVESTON,KOVE-FM,Spanish Adult Hits,2.7,3.1,2.9
HOUSTON-GALVESTON,KHMX-FM,Hot Adult Contemporary,3.6,3.4,2.8
HOUSTON-GALVESTON,KQQK-FM,Spanish Adult Hits,2.6,2.6,2.7
HOUSTON-GALVESTON,KTJM-FM,Mexican Regional,2.0,2.0,2.6
HOUSTON-GALVESTON,KHCB-FM,Religious,2.9,2.7,2.1
HOUSTON-GALVESTON,KAMA-FM,Spanish Contemporary,3.1,2.5,1.9
HOUSTON-GALVESTON,KROI-FM,Contemporary Inspirational,1.2,1.4,1.6
HOUSTON-GALVESTON,KHVU-FM,Spanish Contemporary Christian,2.1,2.0,1.5
HOUSTON-GALVESTON,KILT-AM,All Sports,1.8,1.9,1.5
HOUSTON-GALVESTON,KTSU-FM,Jazz,1.4,1.2,0.9
HOUSTON-GALVESTON,KBME-AM,All Sports,1.2,0.7,0.5
HOUSTON-GALVESTON,KPRC-AM,Talk/Personality,0.6,0.5,0.5
HOUSTON-GALVESTON,KILT-AM Stream,All Sports,0.3,0.4,0.4
HOUSTON-GALVESTON,KPFT-FM,Educational,0.4,0.3,0.4
HOUSTON-GALVESTON,KILT-FM Stream,Country,0.1,0.1,0.2
HOUSTON-GALVESTON,KQBU-FM,Spanish Sports,0.2,0.3,0.2
HOUSTON-GALVESTON,KUHF-FM HD2,Classical,0.2,0.2,0.2
HOUSTON-GALVESTON,KHCB-FM Stream,Religious,0.1,0.1,0.1
HOUSTON-GALVESTON,KKHH-FM Stream,Adult Hits,0.1,0.1,0.1
HOUSTON-GALVESTON,KXYZ-AM,All News,0.1,0.2,0.1
HOUSTON-GALVESTON,KHMX-FM Stream,Hot Adult Contemporary,0.2,0.2,*
HOUSTON-GALVESTON,KLOL-FM Stream,Spanish Contemporary,*,0.1,*
