Market,Suscriber,Format,oct,nov,dec
ROCKFORD,WFEN-FM,Contemporary Christian,*,*,*
SACREAMENTO,Subscriber,Format,oct 24,nov 24,DEC 24
SACREAMENTO,KYMX-FM,Adult Contemporary,6.9,8.6,9.4
SACREAMENTO,KFBK-AM,News Talk Information,8.9,10.2,8.9
SACREAMENTO,KSEG-FM,Classic Rock,6.9,6.6,7.0
SACREAMENTO,KNCI-FM,Country,6.6,5.5,4.8
SACREAMENTO,KUDL-FM,Pop Contemporary Hit Radio,3.7,4.0,4.6
SACREAMENTO,KBEB-FM,Soft Adult Contemporary,4.8,3.7,4.5
SACREAMENTO,KHYL-FM,Urban Adult Contemporary,3.9,3.7,4.0
SACREAMENTO,KXJZ-FM,News Talk Information,4.0,4.0,3.9
SACREAMENTO,KZIS-FM,Adult Hits,3.3,3.7,3.3
SACREAMENTO,KKDO-FM,Alternative,2.7,2.9,3.0
SACREAMENTO,KSTE-AM,News Talk Information,3.5,3.6,3.0
SACREAMENTO,KRXQ-FM,Active Rock,2.3,3.0,2.8
SACREAMENTO,KZZO-FM,Hot Adult Contemporary,3.5,3.3,2.8
SACREAMENTO,KYRV-FM,Classic Rock,3.6,3.0,2.7
SACREAMENTO,KSFM-FM,Rhythmic Contemporary Hit Radio,3.5,2.9,2.5
SACREAMENTO,KNTY-FM,Classic Country,2.2,1.8,2.4
SACREAMENTO,KVMX-FM,Mexican Regional,3.9,2.8,2.4
SACREAMENTO,KGRB-FM,Mexican Regional,1.2,1.8,1.8
SACREAMENTO,KHTK-AM,All Sports,1.8,1.5,1.8
SACREAMENTO,KXSE-FM,Spanish Adult Hits,2.3,2.2,1.8
SACREAMENTO,KLMG-FM,Spanish Contemporary,1.0,1.2,1.2
SACREAMENTO,KXPR-FM,Classical,1.2,1.3,1.2
SACREAMENTO,KHHM-FM,Rhythmic Contemporary Hit Radio,1.2,0.9,0.9
SACREAMENTO,KRCX-FM,Mexican Regional,0.8,0.9,0.9
SACREAMENTO,KYRV-FM HD2,Country,0.8,0.7,0.9
SACREAMENTO,KIFM-AM,All Sports,0.6,0.7,0.6
SACREAMENTO,KQEI-FM,News Talk Information,0.3,0.5,0.4
SACREAMENTO,KSAC-AM,All Sports,0.5,0.4,0.3
SACREAMENTO,KYMX-FM HD2,Spanish Hot Adult Contemporary,*,*,0.3
SACREAMENTO,KKDO-FM Stream,Alternative,0.1,0.1,0.1
SACREAMENTO,KNCI-FM HD2,Country,0.1,0.1,0.1
SACREAMENTO,KSFM-FM Stream,Rhythmic Contemporary Hit Radio,*,0.1,0.1
SACREAMENTO,KUDL-FM Stream,Pop Contemporary Hit Radio,0.1,0.1,0.1
SACREAMENTO,KQED-FM,News Talk Information,0.3,0.1,*
SACREAMENTO,KRXQ-FM Stream,Active Rock,0.1,*,*
SAGINAW-BAY CITY,WSGW-FM,News Talk Information,6.2,7.4,8.0
SAGINAW-BAY CITY,WKQZ-FM,Active Rock,5.9,6.5,7.7
SAGINAW-BAY CITY,WIOG-FM,Pop Contemporary Hit Radio,6.5,6.2,7.1
SAGINAW-BAY CITY,WTLZ-FM,Urban Adult Contemporary,5.6,5.0,6.8
SAGINAW-BAY CITY,WCEN-FM,Country,6.2,6.5,5.5
SAGINAW-BAY CITY,WHNN-FM,Adult Contemporary,4.4,3.6,4.0
SAGINAW-BAY CITY,WILZ-FM,Classic Rock,4.1,3.0,4.0
SAGINAW-BAY CITY,WGER-FM,Alternative,2.9,3.0,2.8
SAGINAW-BAY CITY,WUCX-FM,Variety,2.1,1.5,1.8
SAGINAW-BAY CITY,WCMU-FM,News Talk Information,0.9,0.9,0.9
SAGINAW-BAY CITY,WKAR-FM,Classical,0.3,0.3,0.3
SALINA-MANHATTAN,KSKG-FM,Country,9.7,11.5,9.8
SALINA-MANHATTAN,KMKF-FM,Mainstream Rock,5.2,4.5,5.5
SALINA-MANHATTAN,KBLS-FM,Adult Contemporary,5.2,4.5,4.3
SALINA-MANHATTAN,KJCK-FM,Pop Contemporary Hit Radio,5.2,5.1,4.3
SALINA-MANHATTAN,KXBZ-FM,New Country,2.6,3.8,3.7
SALINA-MANHATTAN,KINA-AM,News Talk Information,1.9,2.6,3.0
SALINA-MANHATTAN,KQLA-FM,Country,3.9,1.9,2.4
SALINA-MANHATTAN,KACZ-FM,Pop Contemporary Hit Radio,2.6,1.9,1.8
SALINA-MANHATTAN,KMAN-AM,News Talk Information,1.9,1.9,1.8
SALINA-MANHATTAN,KJCK-AM,Classic Hits,0.6,0.6,1.2
SALINA-MANHATTAN,KSKG-FM HD2,Classic Hits,1.3,0.6,1.2
SALINA-MANHATTAN,KHMY-FM,Hot Adult Contemporary,0.6,0.6,0.6
SALINA-MANHATTAN,KVGB-FM,Classic Rock,1.3,1.3,0.6
SALINA-MANHATTAN,KHOK-FM,Country,*,*,*
SALINA-MANHATTAN,KHUT-FM,Country,0.6,0.6,*
SALISBURY,WWFG-FM,Country,4.9,5.4,7.4
SALISBURY,WSBY-FM,Urban Adult Contemporary,6.4,5.7,6.1
SALISBURY,WQHQ-FM,Adult Contemporary,3.5,5.4,4.5
SALISBURY,WZBH-FM,Active Rock,4.7,3.4,3.7
SALISBURY,WBOC-FM,Hot Adult Contemporary,2.9,1.1,3.4
SALISBURY,WGBG-FM,Classic Rock,2.6,4.3,3.4
SALISBURY,WRDE-FM,New Country,2.0,1.1,3.2
SALISBURY,WKNZ-FM,Christian Adult Contemporary,3.2,5.2,2.9
SALISBURY,WTDK-FM,Classic Hits,3.2,4.6,2.9
SALISBURY,WKTT-FM,Urban Contemporary,3.5,0.6,2.1
SALISBURY,WKZP-FM,Pop Contemporary Hit Radio,2.0,2.0,1.8
SALISBURY,WJKI-FM,Classic Rock,2.3,2.0,1.6
SALISBURY,WSCL-FM,Classical,1.7,1.4,1.6
SALISBURY,WAAI-FM,Country,0.6,1.1,1.3
SALISBURY,WZEB-FM,Rhythmic Contemporary Hit Radio,1.5,1.4,1.3
SALISBURY,WESM-FM,Jazz,0.9,1.4,0.8
SALISBURY,WJDY-AM,All News,0.3,0.3,0.8
SALISBURY,WKDB-FM,Spanish Variety,0.9,1.1,0.5
SALISBURY,WJWL-AM,Mexican Regional,0.3,*,0.3
SALISBURY,WSDL-FM,Album Adult Alternative,0.9,0.3,0.3
SALISBURY,WKHI-FM,Adult Contemporary,0.3,*,*
SALISBURY,WTGM-AM,All Sports,0.6,*,*
SALT LAKE CITY,KSFI-FM,Adult Contemporary,6.8,7.5,11.4
SALT LAKE CITY,KSL-AM,News Talk Information,8.3,6.3,6.2
SALT LAKE CITY,KJMY-FM,Hot Adult Contemporary,2.1,2.7,5.9
SALT LAKE CITY,KUBL-FM,Country,5.5,5.0,5.7
SALT LAKE CITY,KBZN-FM,Hot Adult Contemporary,5.1,5.8,5.2
SALT LAKE CITY,KSOP-FM,Country,5.3,5.3,4.7
SALT LAKE CITY,KODJ-FM,Classic Hits,4.8,4.4,4.3
SALT LAKE CITY,KRSP-FM,Classic Rock,6.8,6.3,4.2
SALT LAKE CITY,KNRS-FM,News Talk Information,3.2,4.1,4.1
SALT LAKE CITY,KXRK-FM,Alternative,4.6,4.5,4.1
SALT LAKE CITY,KYMV-FM,Adult Hits,3.7,5.0,3.9
SALT LAKE CITY,KBER-FM,Classic Rock,3.6,3.4,3.4
SALT LAKE CITY,KUDD-FM,Pop Contemporary Hit Radio,4.5,3.7,3.4
SALT LAKE CITY,KUER-FM,News Talk Information,3.1,3.7,3.0
SALT LAKE CITY,KZHT-FM,Pop Contemporary Hit Radio,3.1,2.8,3.0
SALT LAKE CITY,KBEE-FM,Adult Contemporary,3.3,2.7,2.8
SALT LAKE CITY,KENZ-FM,Pop Contemporary Hit Radio,2.2,2.5,2.3
SALT LAKE CITY,KNAH-FM,Country,2.0,2.2,1.8
SALT LAKE CITY,KBYU-FM,Classical,1.6,1.4,1.6
SALT LAKE CITY,KUUU-FM,Rhythmic Oldies,2.9,2.2,1.6
SALT LAKE CITY,KAAZ-FM,Classic Rock,1.7,1.2,1.5
SALT LAKE CITY,KALL-AM,All Sports,0.9,0.8,0.8
SALT LAKE CITY,KLO-FM,Alternative,0.7,0.8,0.8
SALT LAKE CITY,KBYU-FM HD2 Stream,Talk/Personality,0.7,0.5,0.5
SALT LAKE CITY,KRCL-FM,Album Adult Alternative,0.6,0.6,0.5
SALT LAKE CITY,KZNS-FM,All Sports,0.6,0.5,0.5
SALT LAKE CITY,KBYU-FM HD2,Talk/Personality,0.1,0.3,0.4
SALT LAKE CITY,KKAT-AM,News Talk Information,0.5,0.5,0.4
SALT LAKE CITY,KUMT-FM,Talk/Personality,0.2,0.3,0.3
SALT LAKE CITY,KZNS-AM,All Sports,0.2,0.6,0.3
SALT LAKE CITY,KRSP-FM HD2,Classic Rock,0.1,0.1,0.1
SALT LAKE CITY,KSFI-FM HD2,Religious,0.1,0.1,0.1
SALT LAKE CITY,KUUB-FM,Spanish Adult Hits,*,*,0.1
SAN ANGELO,KIXY-FM,Pop Contemporary Hit Radio,8.0,9.3,9.3
SAN ANGELO,KWFR-FM,Classic Rock,8.0,7.0,7.0
SAN ANGELO,KCLL-FM,Classic Hits,6.9,7.0,5.8
SAN ANGELO,KMDX-FM,Rhythmic Contemporary Hit Radio,5.7,5.8,5.8
SAN ANGELO,KGKL-FM,Country,4.6,3.5,4.7
SAN ANGELO,KNRX-FM,Mainstream Rock,2.3,3.5,3.5
SAN ANGELO,KDCD-FM,Country,3.4,3.5,2.3
SAN ANGELO,KELI-FM,Pop Contemporary Hit Radio,2.3,2.3,2.3
SAN ANGELO,KKCN-FM,Country,2.3,2.3,2.3
SAN ANGELO,KGKL-AM,All Sports,*,1.2,1.2
SAN ANGELO,KKSA-AM,News Talk Information,1.1,1.2,1.2
SAN ANTONIO,KONO-FM,Classic Hits,7.1,7.6,7.5
SAN ANTONIO,KQXT-FM,Adult Contemporary,5.4,4.3,7.0
SAN ANTONIO,KCYY-FM,Country,6.9,6.6,6.0
SAN ANTONIO,KBBT-FM,Rhythmic Contemporary Hit Radio,4.9,4.4,5.6
SAN ANTONIO,KJXK-FM,Adult Hits,3.7,4.3,5.2
SAN ANTONIO,KAJA-FM,Country,3.7,5.1,5.1
SAN ANTONIO,KISS-FM,Active Rock,5.4,4.8,5.1
SAN ANTONIO,KZLV-FM,Contemporary Christian,3.9,5.0,5.1
SAN ANTONIO,KSTX-FM,News Talk Information,4.7,4.3,4.3
SAN ANTONIO,KTKX-FM,Classic Rock,5.5,5.5,4.3
SAN ANTONIO,KVBH-FM,Rhythmic AC,5.1,4.6,4.2
SAN ANTONIO,KSMG-FM,Hot Adult Contemporary,4.5,3.9,3.9
SAN ANTONIO,KTSA-AM,News Talk Information,2.3,2.9,3.4
SAN ANTONIO,KZEP-FM,Spanish Contemporary,2.9,3.1,2.9
SAN ANTONIO,KROM-FM,Mexican Regional,1.3,1.9,2.8
SAN ANTONIO,KXXM-FM,Adult Hits,2.6,3.3,2.7
SAN ANTONIO,WOAI-AM,News Talk Information,2.8,2.8,2.5
SAN ANTONIO,KMYO-FM,Spanish Adult Hits,2.1,2.4,2.1
SAN ANTONIO,KLEY-FM,Tejano,1.0,1.1,1.4
SAN ANTONIO,KSAH-FM,Mexican Regional,2.8,1.4,1.4
SAN ANTONIO,KPAC-FM,Classical,1.6,1.7,1.3
SAN ANTONIO,KKYX-AM,Classic Country,0.8,0.6,0.9
SAN ANTONIO,KTFM-FM,All Sports,1.5,1.0,0.9
SAN ANTONIO,KRPT-FM,Classic Country,0.5,0.3,0.8
SAN ANTONIO,KZAR-FM,Contemporary Christian,0.8,1.0,0.6
SAN ANTONIO,KONO-FM Stream,Classic Hits,0.7,0.6,0.5
SAN ANTONIO,KQXT-FM HD3,Mexican Regional,0.8,0.9,0.5
SAN ANTONIO,KTKR-AM,All Sports,1.0,0.7,0.5
SAN ANTONIO,KZDC-AM,All Sports,0.4,0.5,0.4
SAN ANTONIO,KCYY-FM Stream,Country,0.3,0.2,0.2
SAN ANTONIO,KEDA-AM,Tejano,0.1,0.3,0.2
SAN ANTONIO,KONO-AM,News Talk Information,0.1,0.1,0.2
SAN ANTONIO,KSMG-FM Stream,Hot Adult Contemporary,0.2,0.2,0.2
SAN ANTONIO,KTFM-FM HD2,Urban Contemporary,0.3,0.1,0.2
SAN ANTONIO,KISS-FM Stream,Active Rock,0.1,0.1,0.1
SAN ANTONIO,KJXK-FM Stream,Adult Hits,0.1,*,0.1
SAN ANTONIO,KLEY-FM Stream,Tejano,0.4,*,0.1
SAN ANTONIO,KQXT-FM HD2,New AC (NAC)/Smooth Jazz,0.3,0.2,0.1
SAN ANTONIO,KROM-FM HD3,Mexican Regional,*,0.1,0.1
SAN ANTONIO,KTKX-FM Stream,Classic Rock,0.6,0.3,0.1
SAN ANTONIO,KKYX-AM Stream,Classic Country,0.1,*,*
SAN DIEGO,KXSN-FM,Classic Hits,6.2,7.3,7.1
SAN DIEGO,KYXY-FM,Adult Contemporary,4.3,4.8,6.6
SAN DIEGO,KLNV-FM,Mexican Regional,6.0,5.4,6.0
SAN DIEGO,KPBS-FM,News Talk Information,5.6,6.1,5.7
SAN DIEGO,KFBG-FM,Adult Hits,5.4,5.5,5.5
SAN DIEGO,KSON-FM,Country,4.0,4.6,4.8
SAN DIEGO,XHRM-FM,Rhythmic AC,5.1,5.5,4.5
SAN DIEGO,KGB-FM,Classic Rock,3.0,3.2,3.9
SAN DIEGO,KMYI-FM,Hot Adult Contemporary,4.3,3.8,3.7
SAN DIEGO,KHTS-FM,Pop Contemporary Hit Radio,3.9,3.7,3.5
SAN DIEGO,XTRA-FM,Alternative,3.7,3.6,3.5
SAN DIEGO,KIOZ-FM,Active Rock,3.4,3.5,3.3
SAN DIEGO,KBZT-FM,Alternative,2.5,2.6,2.9
SAN DIEGO,KOGO-AM,News Talk Information,3.0,3.3,2.9
SAN DIEGO,KLQV-FM,Spanish Adult Hits,2.4,2.7,2.8
SAN DIEGO,XHTZ-FM,Pop Contemporary Hit Radio,2.6,2.8,2.7
SAN DIEGO,XLTN-FM,Spanish Contemporary,2.3,3.1,2.7
SAN DIEGO,KWFN-FM,All Sports,6.2,2.8,2.3
SAN DIEGO,KSSX-FM,Rhythmic Contemporary Hit Radio,2.0,1.8,1.8
SAN DIEGO,XRST-FM,Mexican Regional,1.0,1.1,1.2
SAN DIEGO,KLSD-AM,News Talk Information,0.8,0.8,1.1
SAN DIEGO,XHTY-FM,Mexican Regional,1.6,1.3,0.9
SAN DIEGO,XHFG-FM,Spanish Contemporary,0.5,0.8,0.6
SAN DIEGO,KGB-AM,All Sports,0.4,0.4,0.5
SAN DIEGO,XEMO-AM,Mexican Regional,0.4,0.5,0.3
SAN DIEGO,XHA-FM,Mexican Regional,0.4,0.4,0.3
SAN DIEGO,KYXY-FM Stream,Adult Contemporary,0.1,0.1,0.2
SAN DIEGO,KBZT-FM Stream,Alternative,0.1,*,0.1
SAN DIEGO,KHTS-FM HD2,Pop Contemporary Hit Radio,0.2,0.2,*
SAN DIEGO,KPBS-FM HD2,Classical,0.1,0.1,*
SAN FRANCISCO,KQED-FM,News Talk Information,8.6,10.3,10.1
SAN FRANCISCO,KOIT-FM,Adult Contemporary,5.5,5.4,7.2
SAN FRANCISCO,KDFC-FM,Classical,4.7,5.1,6.3
SAN FRANCISCO,KCBS-AM,All News,7.0,6.5,6.1
SAN FRANCISCO,KMVQ-FM,Pop Contemporary Hit Radio,4.8,4.5,4.4
SAN FRANCISCO,KISQ-FM,Soft Adult Contemporary,5.0,4.9,4.0
SAN FRANCISCO,KITS-FM,Alternative,3.4,3.2,3.5
SAN FRANCISCO,KLLC-FM,Hot Adult Contemporary,3.5,3.5,3.3
SAN FRANCISCO,KYLD-FM,Pop Contemporary Hit Radio,2.3,2.6,3.0
SAN FRANCISCO,KMEL-FM,Rhythmic Contemporary Hit Radio,3.7,3.1,2.7
SAN FRANCISCO,KNBR-AM,All Sports,3.0,2.5,2.7
SAN FRANCISCO,KSAN-FM,Classic Rock,3.5,3.1,2.7
SAN FRANCISCO,KIOI-FM,Adult Contemporary,3.3,3.2,2.5
SAN FRANCISCO,KRZZ-FM,Mexican Regional,2.5,2.7,2.5
SAN FRANCISCO,KBRG-FM,Spanish Adult Hits,2.3,2.4,2.3
SAN FRANCISCO,KBLX-FM,Urban Adult Contemporary,2.6,2.5,2.2
SAN FRANCISCO,KOSF-FM,Classic Hits,2.3,2.7,2.0
SAN FRANCISCO,KSOL-FM,Mexican Regional,2.1,2.1,2.0
SAN FRANCISCO,KUFX-FM,Classic Rock,1.8,1.8,1.9
SAN FRANCISCO,KRBQ-FM,Rhythmic AC,2.0,1.9,1.8
SAN FRANCISCO,KGMZ-FM,All Sports,1.2,1.5,1.7
SAN FRANCISCO,KSFO-AM,News Talk Information,1.4,1.7,1.6
SAN FRANCISCO,KBAY-FM,Country,1.1,1.2,1.2
SAN FRANCISCO,KEZR-FM,Hot Adult Contemporary,1.3,1.3,1.2
SAN FRANCISCO,KVVF-FM,Rhythmic Contemporary Hit Radio,1.0,1.1,0.9
SAN FRANCISCO,KALW-FM,News Talk Information,0.4,0.5,0.8
SAN FRANCISCO,KEXC-FM,Alternative,0.2,0.2,0.7
SAN FRANCISCO,KGO-AM,All Sports,0.4,0.2,0.7
SAN FRANCISCO,KCSM-FM,Jazz,0.7,0.6,0.5
SAN FRANCISCO,KUIC-FM,Adult Contemporary,0.8,0.5,0.5
SAN FRANCISCO,KKIQ-FM,Adult Contemporary,0.3,0.3,0.3
SAN FRANCISCO,KSAN-FM Stream,Classic Rock,0.4,0.3,0.3
SAN FRANCISCO,KXZM-FM,Mexican Regional,0.3,0.4,0.3
SAN FRANCISCO,KCBS-AM Stream,All News,*,0.2,0.2
SAN FRANCISCO,KCSM-FM Stream,Jazz,0.2,0.3,0.2
SAN FRANCISCO,KIOI-FM HD2,Pop Contemporary Hit Radio,0.1,0.1,0.2
SAN FRANCISCO,KKSF-AM,All News,0.1,0.1,0.2
SAN FRANCISCO,KNBR-AM Stream,All Sports,*,*,0.2
SAN FRANCISCO,KSFO-AM Stream,News Talk Information,0.2,0.3,0.2
SAN FRANCISCO,KTCT-AM,All Sports,0.2,0.3,0.2
SAN FRANCISCO,KSFN-AM,Talk/Personality,0.1,*,0.1
SAN FRANCISCO,KUSC-FM,Classical,*,0.3,0.1
SAN FRANCISCO,KBLX-FM HD2,Rhythmic AC,*,0.1,*
SAN FRANCISCO,KGO-AM Stream,All Sports,0.1,*,*
SAN FRANCISCO,KMVQ-FM HD2,Pop Contemporary Hit Radio,0.1,*,*
SAN FRANCISCO,KNEW-AM,Talk/Personality,0.3,*,*
SAN FRANCISCO,KOIT-FM HD2,Album Adult Alternative,*,0.1,*
SAN FRANCISCO,KRBQ-FM Stream,Rhythmic AC,0.1,*,*
SAN JOSE,KOIT-FM,Adult Contemporary,4.8,4.7,6.9
SAN JOSE,KUFX-FM,Classic Rock,4.7,4.2,5.1
SAN JOSE,KCBS-AM,All News,4.5,5.0,3.9
SAN JOSE,KEZR-FM,Hot Adult Contemporary,4.7,3.8,3.9
SAN JOSE,KBRG-FM,Spanish Adult Hits,3.1,4.3,3.7
SAN JOSE,KBAY-FM,Country,3.6,3.8,3.4
SAN JOSE,KSOL-FM,Mexican Regional,4.0,4.2,3.4
SAN JOSE,KBLX-FM,Urban Adult Contemporary,2.9,2.7,3.0
SAN JOSE,KITS-FM,Alternative,3.3,2.8,3.0
SAN JOSE,KMVQ-FM,Pop Contemporary Hit Radio,4.8,4.7,3.0
SAN JOSE,KYLD-FM,Pop Contemporary Hit Radio,2.6,2.5,2.9
SAN JOSE,KIOI-FM,Adult Contemporary,4.0,3.8,2.7
SAN JOSE,KSFO-AM,News Talk Information,2.4,2.3,2.7
SAN JOSE,KISQ-FM,Soft Adult Contemporary,2.2,2.3,2.4
SAN JOSE,KLLC-FM,Hot Adult Contemporary,2.4,2.8,2.2
SAN JOSE,KNBR-AM,All Sports,2.4,1.8,2.2
SAN JOSE,KRBQ-FM,Rhythmic AC,2.1,2.3,2.0
SAN JOSE,KMEL-FM,Rhythmic Contemporary Hit Radio,2.1,2.2,1.9
SAN JOSE,KVVF-FM,Rhythmic Contemporary Hit Radio,2.2,2.0,1.9
SAN JOSE,KRZZ-FM,Mexican Regional,2.4,1.8,1.7
SAN JOSE,KSAN-FM,Classic Rock,2.1,2.2,1.7
SAN JOSE,KOSF-FM,Classic Hits,2.1,1.8,1.5
SAN JOSE,KGMZ-FM,All Sports,0.7,1.0,1.4
SAN JOSE,KGO-AM,All Sports,0.5,0.2,0.8
SAN JOSE,KXZM-FM,Mexican Regional,1.2,1.3,0.8
SAN JOSE,KKSF-AM,All News,0.2,0.3,0.5
SAN JOSE,KSAN-FM Stream,Classic Rock,0.9,0.8,0.5
SAN JOSE,KNBR-AM Stream,All Sports,0.2,0.2,0.3
SAN JOSE,KTCT-AM,All Sports,0.2,0.3,0.3
SAN JOSE,KCBS-AM Stream,All News,0.2,0.2,0.2
SAN JOSE,KOIT-FM HD2,Album Adult Alternative,*,0.3,0.2
SAN JOSE,KSFO-AM Stream,News Talk Information,0.2,*,0.2
SAN JOSE,KNEW-AM,Talk/Personality,0.2,*,*
SAN LUIS,KKJG-FM,Country,7.9,9.2,8.2
SAN LUIS,KZOZ-FM,Classic Rock,5.2,6.5,7.7
SAN LUIS,KCBX-FM,Variety,7.3,5.9,6.0
SAN LUIS,KSTT-FM,Adult Contemporary,3.7,4.3,3.8
SAN LUIS,KESC-FM,Classical,2.6,3.2,2.7
SAN LUIS,KCLM-FM,News Talk Information,2.6,3.2,2.2
SAN LUIS,KVEC-AM,News Talk Information,3.7,2.7,2.2
SAN LUIS,KKAL-FM,Album Adult Alternative,1.6,1.6,1.1
SAN LUIS,KMLM-FM,Mexican Regional,1.0,0.5,1.1
SANTA BARBARA,KTYD-FM,Classic Rock,9.6,11.3,9.4
SANTA BARBARA,KIST-FM,Mexican Regional,8.1,9.0,8.6
SANTA BARBARA,KSBL-FM,Adult Contemporary,5.9,7.5,7.9
SANTA BARBARA,KCLU-FM,News Talk Information,5.2,5.3,6.5
SANTA BARBARA,KJEE-FM,Alternative,3.7,6.0,6.5
SANTA BARBARA,KUSC-FM,Classical,8.9,6.8,6.5
SANTA BARBARA,KRUZ-FM,Classic Hits,3.7,4.5,4.3
SANTA BARBARA,KSPE-FM,Spanish Adult Hits,2.2,3.0,2.9
SANTA BARBARA,KTMS-AM,News Talk Information,3.0,3.0,2.2
SANTA BARBARA,KCLU-AM,News Talk Information,1.5,2.3,1.4
SANTA BARBARA,KCRW-FM,Variety,2.2,1.5,1.4
SANTA BARBARA,KCLU-FM Stream,News Talk Information,*,*,0.7
SANTA BARBARA,KDRW-FM,Variety,1.5,1.5,0.7
SANTA BARBARA,KOSJ-AM,Rhythmic Oldies,1.5,0.8,0.7
SANTA BARBARA,KPCC-FM,News Talk Information,0.7,*,*
SANTA MARIA,KPAT-FM,Rhythmic Contemporary Hit Radio,8.7,7.5,6.2
SANTA MARIA,KBOX-FM,Adult Hits,4.4,6.0,5.2
SANTA MARIA,KIDI-FM,Mexican Regional,7.7,6.0,5.2
SANTA MARIA,KSNI-FM,Country,5.5,5.0,4.7
SANTA MARIA,KRTO-FM,Urban Contemporary,3.8,3.5,2.6
SANTA MARIA,KRQK-FM,Mexican Regional,4.9,3.0,2.1
SANTA MARIA,KSMA-AM,News Talk Information,1.6,2.0,2.1
SANTA MARIA,KMLM-FM,Mexican Regional,2.7,1.0,1.0
SANTA MARIA,KTAP-AM,Mexican Regional,0.5,0.5,0.5
SAN LUIS OBISCO,KKJG-FM,Country,7.9,9.2,8.2
SAN LUIS OBISCO,KZOZ-FM,Classic Rock,5.2,6.5,7.7
SAN LUIS OBISCO,KCBX-FM,Variety,7.3,5.9,6.0
SAN LUIS OBISCO,KSTT-FM,Adult Contemporary,3.7,4.3,3.8
SAN LUIS OBISCO,KESC-FM,Classical,2.6,3.2,2.7
SAN LUIS OBISCO,KCLM-FM,News Talk Information,2.6,3.2,2.2
SAN LUIS OBISCO,KVEC-AM,News Talk Information,3.7,2.7,2.2
SAN LUIS OBISCO,KKAL-FM,Album Adult Alternative,1.6,1.6,1.1
SAN LUIS OBISCO,KMLM-FM,Mexican Regional,1.0,0.5,1.1
SARASOTA,WSRZ-FM,Classic Hits,7.3,8.4,6.2
SARASOTA,WCTQ-FM,Classic Country,2.3,2.6,3.0
SARASOTA,WUSF-FM,News Talk Information,3.8,3.4,3.0
SARASOTA,WSMR-FM,Classical,5.1,3.2,2.9
SARASOTA,WSRQ-AM,Classic Hits,2.8,3.1,2.1
SARASOTA,WTZB-FM,Classic Rock,1.8,2.2,1.6
SARASOTA,WSDV-AM,Pop Contemporary Hit Radio,0.3,0.4,0.8
SARASOTA,WDIZ-AM,Oldies,0.3,0.4,0.4
SARASOTA,WGCU-FM,News Talk Information,0.3,0.7,0.4
SARASOTA,WSLR-FM,Variety,0.3,0.1,0.3
SARASOTA,WUSF-FM HD2,Classical,*,*,0.3
SARASOTA,WUSF-FM Stream,News Talk Information,*,*,*
SAVANNAH,WLVH-FM,Urban Adult Contemporary,11.1,12.5,11.0
SAVANNAH,WSOK-AM,Gospel,3.3,2.7,8.5
SAVANNAH,WEAS-FM,Urban Contemporary,5.2,6.4,6.6
SAVANNAH,WQBT-FM,Urban Contemporary,7.8,5.1,5.7
SAVANNAH,WRHQ-FM,Album Adult Alternative,2.6,3.0,5.7
SAVANNAH,WYKZ-FM,Adult Contemporary,4.2,5.1,5.0
SAVANNAH,WJCL-FM,Country,4.2,5.1,3.8
SAVANNAH,WAEV-FM,Pop Contemporary Hit Radio,3.6,8.4,3.5
SAVANNAH,WTYB-FM,Urban Adult Contemporary,3.6,2.0,3.5
SAVANNAH,WIXV-FM,Classic Rock,2.0,2.4,3.1
SAVANNAH,WTKS-AM,News Talk Information,3.9,3.0,1.9
SAVANNAH,WLFS-FM,Contemporary Christian,1.3,1.4,1.3
SAVANNAH,WJWJ-FM,News Talk Information,0.7,0.3,0.3
SEATTLE,KRWM-FM,Adult Contemporary,5.6,6.1,7.3
SEATTLE,KZOK-FM,Classic Rock,7.1,6.6,6.7
SEATTLE,KUOW-FM,News Talk Information,8.5,8.1,6.3
SEATTLE,KIRO-FM,News Talk Information,5.0,5.3,5.0
SEATTLE,KJEB-FM,Classic Hits,5.5,4.9,4.9
SEATTLE,KISW-FM,Active Rock,5.1,5.1,4.7
SEATTLE,KKWF-FM,Country,4.4,4.7,4.4
SEATTLE,KBKS-FM,Pop Contemporary Hit Radio,3.7,3.5,3.8
SEATTLE,KNKX-FM,Variety,3.0,3.2,3.8
SEATTLE,KNDD-FM,Alternative,3.2,3.4,3.6
SEATTLE,KING-FM,Classical,3.1,4.0,3.5
SEATTLE,KEXP-FM,Alternative,2.8,3.0,3.4
SEATTLE,KQMV-FM,Pop Contemporary Hit Radio,3.9,3.8,3.4
SEATTLE,KCMS-FM,Christian Adult Contemporary,2.5,2.4,3.2
SEATTLE,KJAQ-FM,Adult Hits,2.6,2.5,2.9
SEATTLE,KNWN-AM,All News,3.6,3.7,2.9
SEATTLE,KSWD-FM,Adult Contemporary,2.4,2.5,2.9
SEATTLE,KPLZ-FM,Country,2.7,2.3,2.3
SEATTLE,KTTH-AM,Talk/Personality,2.3,2.3,2.3
SEATTLE,KHTP-FM,Rhythmic AC,2.2,2.3,2.2
SEATTLE,KIRO-AM,All Sports,3.4,2.4,2.2
SEATTLE,KVI-AM,Talk/Personality,1.8,1.8,2.2
SEATTLE,KJR-FM,All Sports,2.6,2.1,2.1
SEATTLE,KNHC-FM,Rhythmic Contemporary Hit Radio,1.6,1.7,1.7
SEATTLE,KPNW-FM,Country,1.8,1.4,1.5
